File Name,Record Number,NARA Release Date,Formerly Withheld,Agency,Document Date,Document Type,File Number,To Name,From Name,Title,Number of Pages,Originator,Record Series,Review Date,Comments,Pages Released,URL
docid-32196877.pdf,124-10267-10218,11/17/2017,In Part,FBI,00/00/0000,"PAPER, TEXTUAL DOCUMENT",175-112-8,,,,3,FBI,MP,11/17/2017,,,https://www.archives.gov/files/research/jfk/releases/docid-32196877.pdf
docid-32197122.pdf,124-10267-10463,11/17/2017,In Part,FBI,00/00/0000,"PAPER, TEXTUAL DOCUMENT",175A-DL-109-6,,,,4,FBI,WMFO,11/17/2017,,,https://www.archives.gov/files/research/jfk/releases/docid-32197122.pdf
docid-32197140.pdf,124-10267-10481,11/17/2017,In Part,FBI,11/27/1968,"PAPER, TEXTUAL DOCUMENT",CR 92-10976-2,"DIRECTOR, FBI","COLARELLI, THOMAS L.",,10,FBI,HQ,11/17/2017,,,https://www.archives.gov/files/research/jfk/releases/docid-32197140.pdf
docid-32197546.pdf,124-10268-10387,11/17/2017,In Part,FBI,12/31/1963,"PAPER, TEXTUAL DOCUMENT",89-35-244,"SAC, MM","BEALE, JOHN L.",,1,FBI,MM,11/17/2017,,,https://www.archives.gov/files/research/jfk/releases/docid-32197546.pdf
docid-32197659.pdf,124-10269-10000,11/17/2017,In Part,FBI,10/3/89,"PAPER, TEXTUAL DOCUMENT",175A-DL-109-4776,"SAC, DL","SAC, NO",,2,FBI,NO,11/17/2017,,,https://www.archives.gov/files/research/jfk/releases/docid-32197659.pdf
docid-32198104.pdf,124-10269-10445,11/17/2017,In Part,FBI,4/3/64,"PAPER, TEXTUAL DOCUMENT",62-455-222,,"WALLACE, JAMES E.",,3,FBI,TP,11/17/2017,,,https://www.archives.gov/files/research/jfk/releases/docid-32198104.pdf
docid-32198128.pdf,124-10269-10469,11/17/2017,In Part,FBI,06/15/1964,"PAPER, TEXTUAL DOCUMENT","62-455-246, 247, 248",,"MCGOUGH, G. RANDALL",,8,FBI,TP,11/17/2017,INC 2 MEMO,,https://www.archives.gov/files/research/jfk/releases/docid-32198128.pdf
docid-32198351.pdf,124-10270-10192,11/17/2017,In Part,FBI,11/28/1963,"PAPER, TEXTUAL DOCUMENT",89-75-214,,"HARRISON, G. D.",,1,FBI,LA,11/17/2017,,,https://www.archives.gov/files/research/jfk/releases/docid-32198351.pdf
docid-32198585.pdf,124-10270-10426,11/17/2017,In Part,FBI,00/00/0000,"PAPER, TEXTUAL DOCUMENT","62-1529-44, 45",,,,2,FBI,SD,11/17/2017,"INC A/T, LHM",,https://www.archives.gov/files/research/jfk/releases/docid-32198585.pdf
docid-32198607.pdf,124-10270-10448,11/17/2017,In Part,FBI,12/6/63,"PAPER, TEXTUAL DOCUMENT","62-1529-75, 76, 77",SAC,"DOLDE, ARNOLD C.",,7,FBI,SD,11/17/2017,INC 2 MEMO,,https://www.archives.gov/files/research/jfk/releases/docid-32198607.pdf
docid-32198613.pdf,124-10270-10454,11/17/2017,In Part,FBI,00/00/0000,"PAPER, TEXTUAL DOCUMENT",62-1529-84,,,,1,FBI,SD,11/17/2017,,,https://www.archives.gov/files/research/jfk/releases/docid-32198613.pdf
docid-32198622.pdf,124-10270-10463,11/17/2017,In Part,FBI,00/00/0000,"PAPER, TEXTUAL DOCUMENT","62-1529-94, 95, 96, 97, 98, 99",,,,56,FBI,SD,11/17/2017,"INC 5 INSERT, A/T",,https://www.archives.gov/files/research/jfk/releases/docid-32198622.pdf
docid-32198647.pdf,124-10270-10488,11/17/2017,In Part,FBI,08/28/1964,"PAPER, TEXTUAL DOCUMENT","62-1529-136, 137","DIRECTOR, FBI","SAC, SD",,3,FBI,SD,11/17/2017,INC 2 A/T,,https://www.archives.gov/files/research/jfk/releases/docid-32198647.pdf
docid-32198668.pdf,124-10271-10009,11/17/2017,In Part,FBI,05/20/1975,"PAPER, TEXTUAL DOCUMENT",62-116395-189,AG,HQ,,49,FBI,HQ,11/17/2017,"INC MEMO, RPT, LET, LHM, NOTE",,https://www.archives.gov/files/research/jfk/releases/docid-32198668.pdf
docid-32198716.pdf,124-10271-10057,11/17/2017,In Part,FBI,03/13/1970,"PAPER, TEXTUAL DOCUMENT",62-116464-58,"DIRECTOR, FBI","PAPICH, SAM",,7,FBI,HQ,11/17/2017,"INC LIST, MEMO, 256 OF 263 NAR",,https://www.archives.gov/files/research/jfk/releases/docid-32198716.pdf
docid-32300433.pdf,124-10271-10122,11/17/2017,In Part,FBI,11/12/64,"PAPER, TEXTUAL DOCUMENT",62-109717-16,"SULLIVAN, W. C.","BRANIGAN, W. A.",,4,FBI,HQ,11/17/2017,,,https://www.archives.gov/files/research/jfk/releases/docid-32300433.pdf
docid-32300448.pdf,124-10271-10137,11/17/2017,In Part,FBI,01/22/1965,"PAPER, TEXTUAL DOCUMENT",62-109717-31,"SULLIVAN, W. C.","BRANIGAN, W. A.",,3,FBI,HQ,11/17/2017,,,https://www.archives.gov/files/research/jfk/releases/docid-32300448.pdf
docid-32300530.pdf,124-10271-10219,11/17/2017,In Part,FBI,11/21/1963,"PAPER, TEXTUAL DOCUMENT",94-37374-6TH NR 174,"DIRECTOR, FBI","SAC, TP",,2,FBI,HQ,11/17/2017,,,https://www.archives.gov/files/research/jfk/releases/docid-32300530.pdf
docid-32300591.pdf,124-10271-10280,11/17/2017,In Part,FBI,07/23/1963,"PAPER, TEXTUAL DOCUMENT",94-37374-1ST NR 154,"SULLIVAN, W. C.","BRANIGAN, W. A.",,2,FBI,HQ,11/17/2017,,,https://www.archives.gov/files/research/jfk/releases/docid-32300591.pdf
docid-32300606.pdf,124-10271-10295,11/17/2017,In Part,FBI,10/20/1975,"PAPER, TEXTUAL DOCUMENT",62-116395-989,AG,HQ,,17,FBI,HQ,11/17/2017,,,https://www.archives.gov/files/research/jfk/releases/docid-32300606.pdf
docid-32300620.pdf,124-10271-10309,11/17/2017,In Part,FBI,01/14/1976,"PAPER, TEXTUAL DOCUMENT",62-116395-1345,HQ,NY,,12,FBI,HQ JUNE MAIL FOLDER,11/17/2017,"INC 3 TTY, ADMIN PAGE, ENV",,https://www.archives.gov/files/research/jfk/releases/docid-32300620.pdf
docid-32198798.pdf,124-10272-10033,11/17/2017,In Part,FBI,11/25/1963,"PAPER, TEXTUAL DOCUMENT",89-35-27,"DIRECTOR, FBI","SAC, MM",,2,FBI,MM,11/17/2017,,,https://www.archives.gov/files/research/jfk/releases/docid-32198798.pdf
docid-32198908.pdf,124-10272-10143,11/17/2017,In Part,FBI,00/00/0000,"PAPER, TEXTUAL DOCUMENT","89-35-147, 148",,,,4,USA,MM,11/17/2017,"REFERRED TO USA, INC TTY, A/T",,https://www.archives.gov/files/research/jfk/releases/docid-32198908.pdf
docid-32199017.pdf,124-10272-10252,11/17/2017,In Part,FBI,00/00/0000,"PAPER, TEXTUAL DOCUMENT, PHOTOGRAPHS",89-35-SEE COMMENTS,,"SAC, MM",,74,FBI,MM,11/17/2017,"89-35-1A,1A1,1A2,1A3,1A4,1A5,1A6,1A7,1A8,1A9,1A10,1A11,1A12,1A13,1A14, INC EXHIBITS, NEWS ARTIC, INTV, CIT LTRS, LTRS, DRAWINGS, MEMOS",,https://www.archives.gov/files/research/jfk/releases/docid-32199017.pdf
docid-32199304.pdf,124-10273-10039,11/17/2017,In Part,FBI,02/19/1975,"PAPER, TEXTUAL DOCUMENT",62-116464-151,"DIRECTOR, FBI","SAC, BS",,14,FBI,HQ,11/17/2017,"BULKY, INC, ADMIN PAGES, 2398 OF 2412 PAGES NAR",,https://www.archives.gov/files/research/jfk/releases/docid-32199304.pdf
docid-32199348.pdf,124-10273-10083,11/17/2017,In Part,FBI,05/19/1967,"PAPER, TEXTUAL DOCUMENT",62-116464-210,"DIRECTOR, FBI","MCINTOSH, RICHARD A.",,8,FBI,HQ,11/17/2017,"BULKY, INC RPT, 1246 OF 1254 PAGES NAR",,https://www.archives.gov/files/research/jfk/releases/docid-32199348.pdf
docid-32199401.pdf,124-10273-10136,11/17/2017,In Part,FBI,11/26/1975,"PAPER, TEXTUAL DOCUMENT",62-116395-1222,"DIRECTOR, FBI","SAC, NY",,7,FBI,HQ,11/17/2017,INC 3 LOGS,,https://www.archives.gov/files/research/jfk/releases/docid-32199401.pdf
docid-32199471.pdf,124-10273-10206,11/17/2017,In Part,FBI,3/12/76,"PAPER, TEXTUAL DOCUMENT",62-116395-1517,AG,"DIRECTOR, FBI",,43,FBI,HQ,11/17/2017,"INC 2 LHM, 5 LTR, 5 MEMO, 3 A/T, RECEIPT, ADMIN PAGE, ENV",,https://www.archives.gov/files/research/jfk/releases/docid-32199471.pdf
docid-32199566.pdf,124-10273-10301,11/17/2017,In Part,FBI,5/10/78,"PAPER, TEXTUAL DOCUMENT",62-3697-14,"DIRECTOR, FBI","SAC, PG",,2,FBI,PG,11/17/2017,,,https://www.archives.gov/files/research/jfk/releases/docid-32199566.pdf
docid-32199606.pdf,124-10273-10341,11/17/2017,In Part,FBI,00/00/0000,"PAPER, TEXTUAL DOCUMENT",175A-DL-109-11,,,,6,FBI,DL,11/17/2017,,,https://www.archives.gov/files/research/jfk/releases/docid-32199606.pdf
docid-32199613.pdf,124-10273-10348,11/17/2017,In Part,FBI,00/00/0000,"PAPER, TEXTUAL DOCUMENT",175A-DL-109-18,,,,4,FBI,DL,11/17/2017,,,https://www.archives.gov/files/research/jfk/releases/docid-32199613.pdf
docid-32199616.pdf,124-10273-10351,11/17/2017,In Part,FBI,00/00/0000,"PAPER, TEXTUAL DOCUMENT",175A-DL-109-24,,,,4,FBI,DL,11/17/2017,,,https://www.archives.gov/files/research/jfk/releases/docid-32199616.pdf
docid-32199621.pdf,124-10273-10356,11/17/2017,In Part,FBI,00/00/0000,"PAPER, TEXTUAL DOCUMENT",175A-DL-109-29,,,,6,FBI,DL,11/17/2017,,,https://www.archives.gov/files/research/jfk/releases/docid-32199621.pdf
docid-32199628.pdf,124-10273-10363,11/17/2017,In Part,FBI,10/3/89,"PAPER, TEXTUAL DOCUMENT",175A-DL-109-34,"SAC, DL","SAC, NO",,8,FBI,DL,11/17/2017,,,https://www.archives.gov/files/research/jfk/releases/docid-32199628.pdf
docid-32199630.pdf,124-10273-10365,11/17/2017,In Part,FBI,00/00/0000,"PAPER, TEXTUAL DOCUMENT",175A-DL-109-36,,,,6,FBI,DL,11/17/2017,INC CIT LTR,,https://www.archives.gov/files/research/jfk/releases/docid-32199630.pdf
docid-32199632.pdf,124-10273-10367,11/17/2017,In Part,FBI,00/00/0000,"PAPER, TEXTUAL DOCUMENT",175A-DL-109-38,,,,6,FBI,DL,11/17/2017,,,https://www.archives.gov/files/research/jfk/releases/docid-32199632.pdf
docid-32199640.pdf,124-10273-10375,11/17/2017,In Part,FBI,1/3/64,"PAPER, TEXTUAL DOCUMENT",CR 105-124155-8,"DIRECTOR, FBI","SAC, LA",,7,FBI,HQ,11/17/2017,,,https://www.archives.gov/files/research/jfk/releases/docid-32199640.pdf
docid-32199650.pdf,124-10273-10385,11/17/2017,In Part,FBI,03/27/1992,"PAPER, TEXTUAL DOCUMENT",89A-DL-60165-64,"SAC, HO","SAC, DL",,2,FBI,DL,11/17/2017,,,https://www.archives.gov/files/research/jfk/releases/docid-32199650.pdf
docid-32199809.pdf,124-10274-10044,11/17/2017,In Part,FBI,3/4/64,"PAPER, TEXTUAL DOCUMENT",62-116464-212,"SULLIVAN, W. C.","BRANIGAN, W. A.",,8,FBI,HQ,11/17/2017,"BULKY, INC MEMO, 1083 OF 1091 PAGES NAR",,https://www.archives.gov/files/research/jfk/releases/docid-32199809.pdf
docid-32199824.pdf,124-10274-10059,11/17/2017,In Part,FBI,2/4/76,"PAPER, TEXTUAL DOCUMENT",62-116395-1368,"WANNALL, W. R.","CREGAR, W. O.",,3,FBI,HQ,11/17/2017,,,https://www.archives.gov/files/research/jfk/releases/docid-32199824.pdf
docid-32199895.pdf,124-10274-10130,11/17/2017,In Part,FBI,04/28/1961,"PAPER, TEXTUAL DOCUMENT",62-116395-1653,AG,"DIRECTOR, FBI",,102,FBI,HQ,11/17/2017,"EBF, INC 2 ADMIN PAGES, 5 LHM, 6 MEMO, RPT",,https://www.archives.gov/files/research/jfk/releases/docid-32199895.pdf
docid-32200060.pdf,124-10274-10295,11/17/2017,In Part,FBI,12/23/1963,"PAPER, TEXTUAL DOCUMENT",CR 92-3189-53,"DIRECTOR, FBI","GERBLICK, JAMES W.",,22,FBI,HQ,11/17/2017,,,https://www.archives.gov/files/research/jfk/releases/docid-32200060.pdf
docid-32200070.pdf,124-10274-10305,11/17/2017,In Part,FBI,4/2/64,"PAPER, TEXTUAL DOCUMENT",CR 140-29239-11,"DIRECTOR, FBI","THIBAULT, JOSEPH A.",,317,FBI,HQ,11/17/2017,"INC R/S, A/T",,https://www.archives.gov/files/research/jfk/releases/docid-32200070.pdf
docid-32200082.pdf,124-10274-10317,11/17/2017,In Part,FBI,8/7/64,"PAPER, TEXTUAL DOCUMENT",CR 100-357044-608,"DIRECTOR, FBI","JONES, GEORGE EDWIN",,63,FBI,HQ,11/17/2017,,,https://www.archives.gov/files/research/jfk/releases/docid-32200082.pdf
docid-32200094.pdf,124-10274-10329,11/17/2017,In Part,FBI,2/6/78,"PAPER, TEXTUAL DOCUMENT",CR 105-84284-61,"PRICE, JAMES M.","CZORNONOH, SERGYJ",,16,CIT,HQ,11/17/2017,"INC 5 CIT LTRS, HSCA LTR, 2 US SENATOR LTRS, PASSPORT, NEWS ARTIC, NOTE, 2 ENV",,https://www.archives.gov/files/research/jfk/releases/docid-32200094.pdf
docid-32300641.pdf,124-10274-10367,11/17/2017,In Part,FBI,06/25/1975,"PAPER, TEXUAL DOCUMENT",62-116395-425,HQ,NY,,19,FBI,HQ,11/17/2017,,,https://www.archives.gov/files/research/jfk/releases/docid-32300641.pdf
docid-32200169.pdf,124-10275-10048,11/17/2017,In Part,FBI,11/22/1963,"PAPER, TEXTUAL DOCUMENT",89-41-1,"SAC, OC","STRICKLAND, GILBERT W.",,1,FBI,OC,11/17/2017,,,https://www.archives.gov/files/research/jfk/releases/docid-32200169.pdf
docid-32200366.pdf,124-10275-10245,11/17/2017,In Part,FBI,11/9/78,"PAPER, TEXTUAL DOCUMENT",89-35-543,"DIRECTOR, FBI","SAC, MM",,8,FBI,MM,11/17/2017,,,https://www.archives.gov/files/research/jfk/releases/docid-32200366.pdf
docid-32200367.pdf,124-10275-10246,11/17/2017,In Part,FBI,11/13/1978,"PAPER, TEXTUAL DOCUMENT",89-35-544,"SAC, MM","SCHOPPERLE, PETER B.",,1,FBI,MM,11/17/2017,,,https://www.archives.gov/files/research/jfk/releases/docid-32200367.pdf
docid-32200368.pdf,124-10275-10247,11/17/2017,In Part,FBI,12/11/78,"PAPER, TEXTUAL DOCUMENT","89-35-545, 546","DIRECTOR, FBI","SAC, MM",,6,FBI,MM,11/17/2017,"INC LHM, INTV, MEMO, A/T",,https://www.archives.gov/files/research/jfk/releases/docid-32200368.pdf
docid-32200400.pdf,124-10275-10279,11/17/2017,In Part,FBI,4/3/64,"PAPER, TEXTUAL DOCUMENT",62-3550-149,"DIRECTOR, FBI","LEG, MX",,2,FBI,DE,11/17/2017,,,https://www.archives.gov/files/research/jfk/releases/docid-32200400.pdf
docid-32200412.pdf,124-10275-10291,11/17/2017,In Part,FBI,4/1/64,"PAPER, TEXTUAL DOCUMENT",62-3550-159,"LEG, MX","DIRECTOR, FBI",,3,FBI,DE,11/17/2017,,,https://www.archives.gov/files/research/jfk/releases/docid-32200412.pdf
docid-32200416.pdf,124-10275-10295,11/17/2017,In Part,FBI,4/10/64,"PAPER, TEXTUAL DOCUMENT","62-3550-163, 164","DIRECTOR, FBI","LEG, MX",,12,FBI,DE,11/17/2017,"INC LHM, MEMO",,https://www.archives.gov/files/research/jfk/releases/docid-32200416.pdf
docid-32200432.pdf,124-10275-10311,11/17/2017,In Part,FBI,05/13/1964,"PAPER, TEXTUAL DOCUMENT","62-3550-188, 189, 190",HQ,OT,,7,FBI,DE,11/17/2017,"INC LTR, LHM, FBI A/T",,https://www.archives.gov/files/research/jfk/releases/docid-32200432.pdf
docid-32200624.pdf,124-10276-10003,11/17/2017,In Part,FBI,11/26/1963,"PAPER, TEXTUAL DOCUMENT",62-3550-47,"SAC, DE","STURGIS, JAMES M. JR.",,1,FBI,DE,11/17/2017,,,https://www.archives.gov/files/research/jfk/releases/docid-32200624.pdf
docid-32200640.pdf,124-10276-10019,11/17/2017,In Part,FBI,12/3/63,"PAPER, TEXTUAL DOCUMENT",62-3550-67,SAC,"ROBICHAUD, CHARLES I.",,3,FBI,DE,11/17/2017,,,https://www.archives.gov/files/research/jfk/releases/docid-32200640.pdf
docid-32200702.pdf,124-10276-10081,11/17/2017,In Part,FBI,11/23/1963,"PAPER, TEXTUAL DOCUMENT",89-34-26,SAC,"MCCARTHY, JOHN G.",,1,FBI,RH,11/17/2017,,,https://www.archives.gov/files/research/jfk/releases/docid-32200702.pdf
docid-32200706.pdf,124-10276-10085,11/17/2017,In Part,FBI,11/23/1963,"PAPER, TEXTUAL DOCUMENT",89-34-31,"SAC, RH","GASTEIGER, DEAN W.",,1,FBI,RH,11/17/2017,,,https://www.archives.gov/files/research/jfk/releases/docid-32200706.pdf
docid-32200715.pdf,124-10276-10094,11/17/2017,In Part,FBI,11/26/1963,"PAPER, TEXTUAL DOCUMENT",89-34-40,"SAC, RH","NICKOLS, I. E.",,1,FBI,RH,11/17/2017,,,https://www.archives.gov/files/research/jfk/releases/docid-32200715.pdf
docid-32200743.pdf,124-10276-10122,11/17/2017,In Part,FBI,12/2/63,"PAPER, TEXTUAL DOCUMENT",89-34-68,"SAC, RH","RICHARDSON, HOWARD E.",,2,FBI,RH,11/17/2017,,,https://www.archives.gov/files/research/jfk/releases/docid-32200743.pdf
docid-32200763.pdf,124-10276-10142,11/17/2017,In Part,FBI,11/23/1963,"PAPER, TEXTUAL DOCUMENT",89-34-91,,"YANCEY, M. J.",,1,FBI,RH,11/17/2017,,,https://www.archives.gov/files/research/jfk/releases/docid-32200763.pdf
docid-32200887.pdf,124-10276-10266,11/17/2017,In Part,FBI,01/20/1964,"PAPER, TEXTUAL DOCUMENT","89-75-272, 273","DIRECTOR, FBI","SAC, WMFO",,4,FBI,WMFO,11/17/2017,"INC LHM, A/T",,https://www.archives.gov/files/research/jfk/releases/docid-32200887.pdf
docid-32201019.pdf,124-10276-10398,11/17/2017,In Part,FBI,11/8/66,"PAPER, TEXTUAL DOCUMENT",62-116395-1081,"WATSON, MARVIN","DIRECTOR, FBI",,23,FBI,HQ,11/17/2017,"EBF, INC 8 LHM, ADMIN PAGE, 65 OF 88 PAGES NAR",,https://www.archives.gov/files/research/jfk/releases/docid-32201019.pdf
docid-32300643.pdf,124-10276-10464,11/17/2017,In Part,FBI,01/21/1992,"PAPER, TEXTUAL DOCUMENT",89A-DL-60165-5,"DIRECTOR, FBI","SAC, WMFO",,5,FBI,HQ,11/17/2017,INC INSERT,,https://www.archives.gov/files/research/jfk/releases/docid-32300643.pdf
docid-32300672.pdf,124-10277-10007,11/17/2017,In Part,FBI,5/6/69,"PAPER, TEXTUAL DOCUMENT","92-2914-350, 351, 352, 353","DIRECTOR, FBI","FORSYTH, THOMAS G. III",,40,FBI,HQ,11/17/2017,INC 3 RPT,,https://www.archives.gov/files/research/jfk/releases/docid-32300672.pdf
docid-32300674.pdf,124-10277-10009,11/17/2017,In Part,FBI,10/31/1966,"PAPER, TEXTUAL DOCUMENT",92-2914-SEE COMMENTS,"DIRECTOR, FBI","SAC, PH",,219,FBI,HQ,11/17/2017,"INC 10 RPT, TTY, 92-2914-336,337,338,339,340,341,342,343,344,345,346,347",,https://www.archives.gov/files/research/jfk/releases/docid-32300674.pdf
docid-32300675.pdf,124-10277-10010,11/17/2017,In Part,FBI,10/24/1966,"PAPER, TEXTUAL DOCUMENT",92-2914-335,"DIRECTOR, FBI","FORSYTH, THOMAS G. III",,10,FBI,HQ,11/17/2017,,,https://www.archives.gov/files/research/jfk/releases/docid-32300675.pdf
docid-32300677.pdf,124-10277-10012,11/17/2017,In Part,FBI,02/18/1966,"PAPER, TEXTUAL DOCUMENT","92-2914-329, 330, 331, 332","DIRECTOR, FBI","SAC, PG",,33,FBI,HQ,11/17/2017,INC 3 RPT,,https://www.archives.gov/files/research/jfk/releases/docid-32300677.pdf
docid-32300678.pdf,124-10277-10013,11/17/2017,In Part,FBI,10/14/1965,"PAPER, TEXTUAL DOCUMENT","92-2914-326, 327, 328","DIRECTOR, FBI","FORSYTH, THOMAS G. III",,63,FBI,HQ,11/17/2017,INC 2 RPT,,https://www.archives.gov/files/research/jfk/releases/docid-32300678.pdf
docid-32300680.pdf,124-10277-10015,11/17/2017,In Part,FBI,4/11/58,"PAPER, TEXTUAL DOCUMENT",92-2918-30,"DIRECTOR, FBI","SAC, PG",,4,FBI,HQ,11/17/2017,INC MEMO,,https://www.archives.gov/files/research/jfk/releases/docid-32300680.pdf
docid-32300682.pdf,124-10277-10017,11/17/2017,In Full,FBI,03/25/1958,"PAPER, TEXTUAL DOCUMENT",92-2918-27,,"SPEAKES, JOHN N.",,1,FBI,HQ,11/17/2017,,,https://www.archives.gov/files/research/jfk/releases/docid-32300682.pdf
docid-32300683.pdf,124-10277-10018,11/17/2017,In Part,FBI,4/3/58,"PAPER, TEXTUAL DOCUMENT",92-2918-26,"DIRECTOR, FBI","LEG, HAVANA",,1,FBI,HQ,11/17/2017,,,https://www.archives.gov/files/research/jfk/releases/docid-32300683.pdf
docid-32300687.pdf,124-10277-10022,11/17/2017,In Part,FBI,4/3/58,"PAPER, TEXTUAL DOCUMENT",92-2918-22,"DIRECTOR, FBI","STICKLE, WILLIAM W.",,10,FBI,HQ,11/17/2017,,,https://www.archives.gov/files/research/jfk/releases/docid-32300687.pdf
docid-32300695.pdf,124-10277-10030,11/17/2017,In Part,FBI,3/5/58,"PAPER, TEXTUAL DOCUMENT",92-2918-14,"DIRECTOR, FBI","SAC, PG",,5,FBI,FBI,11/17/2017,"INC MEMO, LHM",,https://www.archives.gov/files/research/jfk/releases/docid-32300695.pdf
docid-32300698.pdf,124-10277-10033,11/17/2017,In Part,FBI,02/19/1958,"PAPER, TEXTUAL DOCUMENT",92-2918-12,"DIRECTOR, FBI","SAC, PG",,3,FBI,HQ,11/17/2017,,,https://www.archives.gov/files/research/jfk/releases/docid-32300698.pdf
docid-32300701.pdf,124-10277-10036,11/17/2017,In Part,FBI,2/12/58,"PAPER, TEXTUAL DOCUMENT",92-2918-9,"DIRECTOR, FBI","HILL, RALPH R. JR.",,12,FBI,HQ,11/17/2017,,,https://www.archives.gov/files/research/jfk/releases/docid-32300701.pdf
docid-32300703.pdf,124-10277-10038,11/17/2017,In Part,FBI,2/6/58,"PAPER, TEXTUAL DOCUMENT",92-2918-8,"DIRECTOR, FBI","LEG, HAVANA",,2,FBI,HQ,11/17/2017,,,https://www.archives.gov/files/research/jfk/releases/docid-32300703.pdf
docid-32300707.pdf,124-10277-10042,11/17/2017,In Part,FBI,01/14/1958,"PAPER, TEXTUAL DOCUMENT",92-2918-3,"DIRECTOR, FBI","SAC, PG",,1,FBI,HQ,11/17/2017,,,https://www.archives.gov/files/research/jfk/releases/docid-32300707.pdf
docid-32300711.pdf,124-10277-10046,11/17/2017,In Part,FBI,03/27/1963,"PAPER, TEXTUAL DOCUMENT",92-3267-444,"DIRECTOR, FBI","SAC, LA",,1,FBI,HQ,11/17/2017,,,https://www.archives.gov/files/research/jfk/releases/docid-32300711.pdf
docid-32300712.pdf,124-10277-10047,11/17/2017,In Part,FBI,03/23/1963,"PAPER, TEXTUAL DOCUMENT",92-3267-443,"DIRECTOR, FBI","SAC, LA",,2,FBI,HQ,11/17/2017,,,https://www.archives.gov/files/research/jfk/releases/docid-32300712.pdf
docid-32300726.pdf,124-10277-10061,11/17/2017,In Part,FBI,02/21/1963,"PAPER, TEXTUAL DOCUMENT",92-3267-430,"DIRECTOR, FBI","SAC, LA",,1,FBI,HQ,11/17/2017,,,https://www.archives.gov/files/research/jfk/releases/docid-32300726.pdf
docid-32300731.pdf,124-10277-10066,11/17/2017,In Part,FBI,02/15/1963,"PAPER, TEXTUAL DOCUMENT",92-3267-425,"DIRECTOR, FBI","SAC, LA",,2,FBI,HQ,11/17/2017,,,https://www.archives.gov/files/research/jfk/releases/docid-32300731.pdf
docid-32300736.pdf,124-10277-10071,11/17/2017,In Part,FBI,01/29/1963,"PAPER, TEXTUAL DOCUMENT",92-3267-420,"DIRECTOR, FBI","SAC, LA",,1,FBI,HQ,11/17/2017,,,https://www.archives.gov/files/research/jfk/releases/docid-32300736.pdf
docid-32300738.pdf,124-10277-10073,11/17/2017,In Part,FBI,01/22/1963,"PAPER, TEXTUAL DOCUMENT",92-3267-418,"DIRECTOR, FBI","SAC, LA",,1,FBI,HQ,11/17/2017,,,https://www.archives.gov/files/research/jfk/releases/docid-32300738.pdf
docid-32300741.pdf,124-10277-10076,11/17/2017,In Part,FBI,01/18/1963,"PAPER, TEXTUAL DOCUMENT",92-3267-415,"DIRECTOR, FBI","SAC, LA",,2,FBI,HQ,11/17/2017,,,https://www.archives.gov/files/research/jfk/releases/docid-32300741.pdf
docid-32300748.pdf,124-10277-10083,11/17/2017,In Part,FBI,1/2/63,"PAPER, TEXTUAL DOCUMENT",92-3267-408,"DIRECTOR, FBI","SAC, LA",,2,FBI,HQ,11/17/2017,,,https://www.archives.gov/files/research/jfk/releases/docid-32300748.pdf
docid-32300751.pdf,124-10277-10086,11/17/2017,In Part,FBI,12/28/1962,"PAPER, TEXTUAL DOCUMENT",92-3267-405,"SAC, LA","DIRECTOR, FBI",,1,FBI,HQ,11/17/2017,,,https://www.archives.gov/files/research/jfk/releases/docid-32300751.pdf
docid-32300753.pdf,124-10277-10088,11/17/2017,In Part,FBI,12/18/1962,"PAPER, TEXTUAL DOCUMENT",92-3267-403,"DIRECTOR, FBI","SAC, LA",,2,FBI,HQ,11/17/2017,,,https://www.archives.gov/files/research/jfk/releases/docid-32300753.pdf
docid-32300762.pdf,124-10277-10097,11/17/2017,In Part,FBI,10/7/69,"PAPER, TEXTUAL DOCUMENT","100-401762-2ND NR 153, 3RD NR 153, 4TH NR 153","DIRECTOR, FBI","SAC, NY",,8,FBI,HQ,11/17/2017,INC 2 MEMO,,https://www.archives.gov/files/research/jfk/releases/docid-32300762.pdf
docid-32300768.pdf,124-10277-10103,11/17/2017,In Part,FBI,02/19/1969,"PAPER, TEXTUAL DOCUMENT",100-401762-6TH NR 152,"DIRECTOR, FBI","LEG, MX",,3,FBI,HQ,11/17/2017,INC LHM,,https://www.archives.gov/files/research/jfk/releases/docid-32300768.pdf
docid-32300771.pdf,124-10277-10106,11/17/2017,In Part,FBI,10/2/68,"PAPER, TEXTUAL DOCUMENT","100-401762-1ST NR 152, 2ND NR 152, 3RD NR 152","DIRECTOR, FBI","SAC, NY",,10,FBI,HQ,11/17/2017,"INC A/T, 2 LHM, MEMO",,https://www.archives.gov/files/research/jfk/releases/docid-32300771.pdf
docid-32300772.pdf,124-10277-10107,11/17/2017,In Part,FBI,09/30/1968,"PAPER, TEXTUAL DOCUMENT","100-401762-151, 152","DIRECTOR, FBI","LEG, LO",,2,FBI,HQ,11/17/2017,INC MEMO,,https://www.archives.gov/files/research/jfk/releases/docid-32300772.pdf
docid-32300773.pdf,124-10277-10108,11/17/2017,In Part,FBI,8/6/68,"PAPER, TEXTUAL DOCUMENT",100-401762-150,"DIRECTOR, FBI","YEE, EDWIN",,12,FBI,HQ,11/17/2017,,,https://www.archives.gov/files/research/jfk/releases/docid-32300773.pdf
