File Name,Record Number,NARA Release Date,Formerly Withheld,Agency,Document Date,Document Type,File Number,To Name,From Name,Title,Number of Pages,Originator,Record Series,Review Date,Comments,Pages Released,URL
2018/104-10196-100270001.pdf,104-10196-10027,5/4/18,In Full,CIA,03/24/1975,PAPER-TEXTUAL DOCUMENT,80T01357A,,"HOCH, PAUL L.",PAPER:CIA ACTIVITIES AND THE WARREN COMMISSION INVESTIGATION,30,CIA,JFK,3/12/18,JFK64-31 : F16 : 1998.05.11.18:27:57:106115 :,30,https://www.archives.gov/files/research/jfk/releases/2018/104-10196-100270001.pdf
2018/docid-32245763.pdf,180-10073-10321,04/26/2018,Redact,,12/3/76,PAPER-TEXTUAL DOCUMENT,005174 (2 OF 8),"BATES, C.M.","DOWINING, THOMAS N.",,1,HSCA,,2/7/18,Box #:109.,1,https://www.archives.gov/files/research/jfk/releases/2018/docid-32245763.pdf
2018/docid-32423575.pdf,157-10014-10187,04/26/2018,Redact,SSCIA,9/9/75,PAPER-TEXTUAL DOCUMENT,07-M-92,,,NSA MONITORING,6,SSCIA,MISCELLANEOUS RECORDS OF THE CHURCH COMMITTEE,02/15/2018,,6,https://www.archives.gov/files/research/jfk/releases/2018/docid-32423575.pdf
2018/docid-32269709.pdf,180-10125-10172,04/26/2018,Redact,,07/00/1978,PAPER-TEXTUAL DOCUMENT,,,,,100,HSCA,SECURITY VIOLATION CASE FILE,2/7/18,Box 1.,100,https://www.archives.gov/files/research/jfk/releases/2018/docid-32269709.pdf
2018/144-10001-10163_docid_6606188_binary_sealed.pdf,144-10001-10163,04/26/2018,Redact,NSA,12/13/1978,PAPER-TEXTUAL DOCUMENT,,NSA,,records search…,2,NSA,JFK,01/31/2018,,2,https://www.archives.gov/files/research/jfk/releases/2018/144-10001-10163_docid_6606188_binary_sealed.pdf
2018/144-10001-10162_docid_6606187_binary_sealed.pdf,144-10001-10162,04/26/2018,Redact,NSA,1/2/79,PAPER-TEXTUAL DOCUMENT,,House Assassination Committee,,response…,2,NSA,JFK,01/31/2018,,2,https://www.archives.gov/files/research/jfk/releases/2018/144-10001-10162_docid_6606187_binary_sealed.pdf
2018/144-10001-10377_docid_6607297_binary_sealed.pdf,144-10001-10377,04/26/2018,Redact,NSA,1/3/64,PAPER-TEXTUAL DOCUMENT,,ROMEO/CHARLIE,USM-701,,3,USM-701,JFK,02/15/2018,,3,https://www.archives.gov/files/research/jfk/releases/2018/144-10001-10377_docid_6607297_binary_sealed.pdf
2018/144-10001-10212_docid_6606915_binary_sealed.pdf,144-10001-10212,04/26/2018,Redact,NSA,01/26/1976,PAPER-TEXTUAL DOCUMENT,,DASD(Intel),DIRNSA Lowman Congressional Reviews,SSC queries…,4,NSA,JFK,2/8/18,,4,https://www.archives.gov/files/research/jfk/releases/2018/144-10001-10212_docid_6606915_binary_sealed.pdf
2018/194-10013-10448.pdf,194-10013-10448,04/26/2018,Redact,INSCOM/CSF,11/1/63,PAPER-TEXTUAL DOCUMENT,,,,Summary of Information,5,,,11/1/17,,5,https://www.archives.gov/files/research/jfk/releases/2018/194-10013-10448.pdf
2018/144-10001-10185_docid_6606909_binary_sealed.pdf,144-10001-10185,04/26/2018,Redact,NSA,07/31/1978,PAPER-TEXTUAL DOCUMENT,,HSCA,NSA,Blakey request…,5,NSA,JFK,2/8/18,,5,https://www.archives.gov/files/research/jfk/releases/2018/144-10001-10185_docid_6606909_binary_sealed.pdf
2018/144-10001-10179_docid_6606906_binary_sealed.pdf,144-10001-10179,04/26/2018,Redact,NSA,11/10/78,PAPER-TEXTUAL DOCUMENT,,,Yeates,meeting…,6,NSA,JFK,2/8/18,,6,https://www.archives.gov/files/research/jfk/releases/2018/144-10001-10179_docid_6606906_binary_sealed.pdf
2018/144-10001-10195_docid_6606912_binary_sealed.pdf,144-10001-10195,04/26/2018,Redact,NSA,01/26/1976,PAPER-TEXTUAL DOCUMENT,,DASD(Intel),Lowman,queries…,7,NSA,JFK,2/8/18,,7,https://www.archives.gov/files/research/jfk/releases/2018/144-10001-10195_docid_6606912_binary_sealed.pdf
2018/144-10001-10288_docid_6607058_binary_sealed.pdf,144-10001-10288,04/26/2018,Redact,NSA,01/26/1976,PAPER-TEXTUAL DOCUMENT,,Principal Deputy Asst SECDEF (INTEL),NSA,Senate Select Committee…,10,NSA,JFK,2/12/18,,10,https://www.archives.gov/files/research/jfk/releases/2018/144-10001-10288_docid_6607058_binary_sealed.pdf
2018/144-10001-10127_docid_6606147_binary_sealed.pdf,144-10001-10127,04/26/2018,Redact,NSA,01/26/1976,PAPER-TEXTUAL DOCUMENT,,PDASOFD-(Intel),"Lowman, David",SSCSGO Queries,11,NSA,JFK,01/31/2018,,11,https://www.archives.gov/files/research/jfk/releases/2018/144-10001-10127_docid_6606147_binary_sealed.pdf
2018/144-10001-10176_docid_6606900_binary_sealed.pdf,144-10001-10176,04/26/2018,Redact,NSA,11/13/1978,PAPER-TEXTUAL DOCUMENT,,NSA LAO,G Robert Blakey,,11,Select Committee…,JFK,2/8/18,,11,https://www.archives.gov/files/research/jfk/releases/2018/144-10001-10176_docid_6606900_binary_sealed.pdf
2018/144-10001-10206_docid_6606914_binary_sealed.pdf,144-10001-10206,04/26/2018,Redact,NSA,12/9/77,PAPER-TEXTUAL DOCUMENT,,NSA,Louis Stokes,investigate…,15,HSCA,JFK,2/8/18,,15,https://www.archives.gov/files/research/jfk/releases/2018/144-10001-10206_docid_6606914_binary_sealed.pdf
2018/144-10001-10125_docid_6606039_binary_sealed.pdf,144-10001-10125,04/26/2018,Redact,NSA,12/3/75,PAPER-TEXTUAL DOCUMENT,,SA/SDSOFD,"Lowman, David",SSCSGO-Assassinations,18,NSA,JFK,01/30/2018,,18,https://www.archives.gov/files/research/jfk/releases/2018/144-10001-10125_docid_6606039_binary_sealed.pdf
2018/144-10001-10230_docid_6606969_binary_sealed.pdf,144-10001-10230,04/26/2018,,,4/2/92,PAPER-TEXTUAL DOCUMENT,,,,,,,,2/8/18,,,https://www.archives.gov/files/research/jfk/releases/2018/144-10001-10230_docid_6606969_binary_sealed.pdf
2018/144-10001-10144_docid_6606176_binary_sealed.pdf,144-10001-10144,04/26/2018,,,11/10/78,PAPER-TEXTUAL DOCUMENT,Skipped in worksheet,,,,,,,01/31/2018,,,https://www.archives.gov/files/research/jfk/releases/2018/144-10001-10144_docid_6606176_binary_sealed.pdf
2018/docid-32261433.pdf,180-10106-10002,04/26/2018,Redact,,02/14/1978,PAPER-TEXTUAL DOCUMENT,014129,,,,3,"BARBEE, EMMETT ""CHARLES""",,2/7/18,Box 251.,3,https://www.archives.gov/files/research/jfk/releases/2018/docid-32261433.pdf
2018/docid-32264272.pdf,180-10111-10367,04/26/2018,Redact,,04/20/1977,PAPER-TEXTUAL DOCUMENT,015072,,GENERAL MAGNIFICO,,4,CITIZEN,,2/7/18,Box #:291.,4,https://www.archives.gov/files/research/jfk/releases/2018/docid-32264272.pdf
2018/docid-32264193.pdf,180-10111-10288,04/26/2018,Redact,,6/10/70,PAPER-TEXTUAL DOCUMENT,014784,,,,5,DALLAS POLICE DEPARTMENT,,2/7/18,Box #:282.,5,https://www.archives.gov/files/research/jfk/releases/2018/docid-32264193.pdf
2018/docid-32260796.pdf,180-10104-10354,04/26/2018,Redact,,06/22/1978,PAPER-TEXTUAL DOCUMENT,009383,"BLAKEY, G. ROBERT.","MILLER, JUDITH A.",,22,DOD,,2/7/18,Box 172.,22,https://www.archives.gov/files/research/jfk/releases/2018/docid-32260796.pdf
2018/docid-32248466.pdf,180-10080-10024,04/26/2018,Redact,,00/00/0000,PAPER-TEXTUAL DOCUMENT,008533,,,,1,HSCA,,2/7/18,Box 156.,1,https://www.archives.gov/files/research/jfk/releases/2018/docid-32248466.pdf
2018/docid-32244901.pdf,180-10071-10459,04/26/2018,Redact,,07/20/1978,PAPER-TEXTUAL DOCUMENT,010088,"FENTON, CLIFFORD","MORIARTY, JOHN",,1,HSCA,,2/7/18,Box 186.,1,https://www.archives.gov/files/research/jfk/releases/2018/docid-32244901.pdf
2018/docid-32261442.pdf,180-10106-10011,04/26/2018,Redact,,04/13/1978,PAPER-TEXTUAL DOCUMENT,014138,,"STEELE, CHARLES",,1,HSCA,,2/7/18,Box 251.,1,https://www.archives.gov/files/research/jfk/releases/2018/docid-32261442.pdf
2018/docid-32269612.pdf,180-10125-10075,04/26/2018,Redact,,3/7/79,PAPER-TEXTUAL DOCUMENT,,,,,2,HSCA,,2/7/18,Box 2.,2,https://www.archives.gov/files/research/jfk/releases/2018/docid-32269612.pdf
2018/docid-32269613.pdf,180-10125-10076,04/26/2018,Redact,,3/7/79,PAPER-TEXTUAL DOCUMENT,,,,,2,HSCA,,2/7/18,This document is a duplicate of previous document. Box 2.,2,https://www.archives.gov/files/research/jfk/releases/2018/docid-32269613.pdf
2018/docid-32261439.pdf,180-10106-10008,04/26/2018,Redact,,04/14/1978,PAPER-TEXTUAL DOCUMENT,014135,,"GERACI, PHILLIP",,2,HSCA,,2/7/18,Box 251.,2,https://www.archives.gov/files/research/jfk/releases/2018/docid-32261439.pdf
2018/docid-32265120.pdf,180-10113-10246,04/26/2018,Redact,,06/28/1978,PAPER-TEXTUAL DOCUMENT,014336,"BRADY, SURRELL","MORIARTY, JACK",LAWRENCE HUBER FLORER,2,HSCA,,2/7/18,Box 256.,2,https://www.archives.gov/files/research/jfk/releases/2018/docid-32265120.pdf
2018/docid-32260777.pdf,180-10104-10335,04/26/2018,Redact,,00/00/0000,PAPER-TEXTUAL DOCUMENT,009378,,LOUISANA MET. CRIME COMMISSION,"MEROLA, JOSEPH -NAME FILE.",2,HSCA,,2/7/18,Box 172.,2,https://www.archives.gov/files/research/jfk/releases/2018/docid-32260777.pdf
2018/docid-32268020.pdf,180-10120-10150,04/26/2018,Redact,,02/24/1978,PAPER-TEXTUAL DOCUMENT,015081,,,,3,HSCA,,2/7/18,Box 292.,3,https://www.archives.gov/files/research/jfk/releases/2018/docid-32268020.pdf
2018/docid-32261937.pdf,180-10107-10006,04/26/2018,Redact,,10/16/1978,PAPER-TEXTUAL DOCUMENT,012727,,"ATZENHOFFER, ANTHONY WILLIAM",,3,HSCA,,2/7/18,Box 225.,3,https://www.archives.gov/files/research/jfk/releases/2018/docid-32261937.pdf
2018/docid-32245476.pdf,180-10073-10034,04/26/2018,Redact,,01/19/1978,PAPER-TEXTUAL DOCUMENT,004702,"CHASEN, ROBERT E.","BLAKEY, G. ROBERT",,3,HSCA,,2/7/18,Box #:98.,3,https://www.archives.gov/files/research/jfk/releases/2018/docid-32245476.pdf
2018/docid-32245478.pdf,180-10073-10036,04/26/2018,Redact,,01/19/1978,PAPER-TEXTUAL DOCUMENT,004704,"SIEMER, DEANNE C.","BLAKEY, G. ROBERT",,3,HSCA,,2/7/18,Box #:98.,3,https://www.archives.gov/files/research/jfk/releases/2018/docid-32245478.pdf
2018/docid-32245477.pdf,180-10073-10035,04/26/2018,Redact,,01/19/1978,PAPER-TEXTUAL DOCUMENT,004703,"WALD, PATRICIA","BLAKEY, G. ROBERT",,3,HSCA,,2/7/18,Box #:98.,3,https://www.archives.gov/files/research/jfk/releases/2018/docid-32245477.pdf
2018/docid-32263951.pdf,180-10111-10046,04/26/2018,Redact,,10/5/78,PAPER-TEXTUAL DOCUMENT,012504,,"BOESCH, GEORGE E.",,3,HSCA,,2/7/18,Box #:222.,3,https://www.archives.gov/files/research/jfk/releases/2018/docid-32263951.pdf
2018/docid-32265775.pdf,180-10114-10401,04/26/2018,Redact,,11/12/77,PAPER-TEXTUAL DOCUMENT,015089,,"SHIELDS, CLEOLA",,3,HSCA,,2/7/18,One copy of interview summary included. Box 293.,3,https://www.archives.gov/files/research/jfk/releases/2018/docid-32265775.pdf
2018/docid-32269614.pdf,180-10125-10077,04/26/2018,Redact,,2/4/79,PAPER-TEXTUAL DOCUMENT,,,,,4,HSCA,,2/7/18,Box 2.,4,https://www.archives.gov/files/research/jfk/releases/2018/docid-32269614.pdf
2018/docid-32269638.pdf,180-10125-10101,04/26/2018,Redact,,7/6/77,PAPER-TEXTUAL DOCUMENT,,,,,4,HSCA,,2/7/18,Box 2.,4,https://www.archives.gov/files/research/jfk/releases/2018/docid-32269638.pdf
2018/docid-32269639.pdf,180-10125-10102,04/26/2018,Redact,,6/2/77,PAPER-TEXTUAL DOCUMENT,,,,,4,HSCA,,2/7/18,Box 2.,4,https://www.archives.gov/files/research/jfk/releases/2018/docid-32269639.pdf
2018/docid-32269640.pdf,180-10125-10103,04/26/2018,Redact,,5/3/77,PAPER-TEXTUAL DOCUMENT,,,,,4,HSCA,,2/7/18,Box 2.,4,https://www.archives.gov/files/research/jfk/releases/2018/docid-32269640.pdf
2018/docid-32269641.pdf,180-10125-10104,04/26/2018,Redact,,4/6/77,PAPER-TEXTUAL DOCUMENT,,,,,4,HSCA,,2/7/18,Box 2.,4,https://www.archives.gov/files/research/jfk/releases/2018/docid-32269641.pdf
2018/docid-32269642.pdf,180-10125-10105,04/26/2018,Redact,,03/24/1977,PAPER-TEXTUAL DOCUMENT,,,,,4,HSCA,,2/7/18,Box 2.,4,https://www.archives.gov/files/research/jfk/releases/2018/docid-32269642.pdf
2018/docid-32269644.pdf,180-10125-10107,04/26/2018,Redact,,2/12/77,PAPER-TEXTUAL DOCUMENT,,,,,4,HSCA,,2/7/18,This document has a dupliccate copy with  a memorandum attached to firstcopy. Box 2.,4,https://www.archives.gov/files/research/jfk/releases/2018/docid-32269644.pdf
2018/docid-32267020.pdf,180-10117-10245,04/26/2018,Redact,,11/25/1977,PAPER-TEXTUAL DOCUMENT,004062,,,,4,HSCA,,2/7/18,HSCA outside contact report. Box 86.,4,https://www.archives.gov/files/research/jfk/releases/2018/docid-32267020.pdf
2018/docid-32245479.pdf,180-10073-10037,04/26/2018,Redact,,00/00/0000,PAPER-TEXTUAL DOCUMENT,004705,"DAVIS, REX D.","BLAKEY, G. ROBERT",,4,HSCA,,2/7/18,Box #:98.,4,https://www.archives.gov/files/research/jfk/releases/2018/docid-32245479.pdf
2018/docid-32248408.pdf,180-10078-10466,04/26/2018,Redact,,05/29/1978,PAPER-TEXTUAL DOCUMENT,009415,,"PIERCE, RIO S.",,4,HSCA,,2/7/18,Box 173.,4,https://www.archives.gov/files/research/jfk/releases/2018/docid-32248408.pdf
2018/docid-32269615.pdf,180-10125-10078,04/26/2018,Redact,,1/5/79,PAPER-TEXTUAL DOCUMENT,,,,,5,HSCA,,2/7/18,Box 2.,5,https://www.archives.gov/files/research/jfk/releases/2018/docid-32269615.pdf
2018/docid-32269616.pdf,180-10125-10079,04/26/2018,Redact,,12/5/78,PAPER-TEXTUAL DOCUMENT,,,,,5,HSCA,,2/7/18,Box 2.,5,https://www.archives.gov/files/research/jfk/releases/2018/docid-32269616.pdf
2018/docid-32269617.pdf,180-10125-10080,04/26/2018,Redact,,12/5/78,PAPER-TEXTUAL DOCUMENT,,,,,5,HSCA,,2/7/18,This document is a duplicate copy fo previous document. Box 2.,5,https://www.archives.gov/files/research/jfk/releases/2018/docid-32269617.pdf
2018/docid-32269618.pdf,180-10125-10081,04/26/2018,Redact,,11/3/78,PAPER-TEXTUAL DOCUMENT,,,,,5,HSCA,,2/7/18,Box 2.,5,https://www.archives.gov/files/research/jfk/releases/2018/docid-32269618.pdf
2018/docid-32269619.pdf,180-10125-10082,04/26/2018,Redact,,10/5/78,PAPER-TEXTUAL DOCUMENT,,,,,5,HSCA,,2/7/18,Box 2.,5,https://www.archives.gov/files/research/jfk/releases/2018/docid-32269619.pdf
2018/docid-32269620.pdf,180-10125-10083,04/26/2018,Redact,,9/6/78,PAPER-TEXTUAL DOCUMENT,,,,,5,HSCA,,2/7/18,Box 2.,5,https://www.archives.gov/files/research/jfk/releases/2018/docid-32269620.pdf
2018/docid-32269635.pdf,180-10125-10098,04/26/2018,Redact,,9/7/77,PAPER-TEXTUAL DOCUMENT,,,,,5,HSCA,,2/7/18,]ox 2.,5,https://www.archives.gov/files/research/jfk/releases/2018/docid-32269635.pdf
2018/docid-32269637.pdf,180-10125-10100,04/26/2018,Redact,,8/3/77,PAPER-TEXTUAL DOCUMENT,,,,,5,HSCA,,2/7/18,Box 2.,5,https://www.archives.gov/files/research/jfk/releases/2018/docid-32269637.pdf
2018/docid-32251401.pdf,180-10085-10459,04/26/2018,Redact,,5/5/78,PAPER-TEXTUAL DOCUMENT,008903,,"BARBE, EMMETT JR.",,5,HSCA,,2/7/18,Box 162.,5,https://www.archives.gov/files/research/jfk/releases/2018/docid-32251401.pdf
2018/docid-32272689.pdf,180-10144-10402,04/26/2018,Redact,,3/3/78,PAPER-TEXTUAL DOCUMENT,48-14-13,,CIA,,5,HSCA,,03/13/2018,Box 26,5,https://www.archives.gov/files/research/jfk/releases/2018/docid-32272689.pdf
2018/docid-32248503.pdf,180-10080-10061,04/26/2018,Redact,,5/2/78,PAPER-TEXTUAL DOCUMENT,008572,,"ONDRUS, WILLIAM T.; CHRYSLER ....",,5,HSCA,,2/7/18,Box 156.,5,https://www.archives.gov/files/research/jfk/releases/2018/docid-32248503.pdf
2018/docid-32255901.pdf,180-10094-10459,04/26/2018,Redact,,08/22/1978,PAPER-TEXTUAL DOCUMENT,011475,,"USLOV, SERGY ALEXANDROVECH",,5,HSCA,,2/7/18,Box 207.,5,https://www.archives.gov/files/research/jfk/releases/2018/docid-32255901.pdf
2018/docid-32269621.pdf,180-10125-10084,04/26/2018,Redact,,8/3/78,PAPER-TEXTUAL DOCUMENT,,,,,6,HSCA,,2/7/18,Box 2.,6,https://www.archives.gov/files/research/jfk/releases/2018/docid-32269621.pdf
2018/docid-32269622.pdf,180-10125-10085,04/26/2018,Redact,,7/8/78,PAPER-TEXTUAL DOCUMENT,,,,,6,HSCA,,2/7/18,Box 2.,6,https://www.archives.gov/files/research/jfk/releases/2018/docid-32269622.pdf
2018/docid-32269623.pdf,180-10125-10086,04/26/2018,Redact,,6/3/78,PAPER-TEXTUAL DOCUMENT,,,,,6,HSCA,,2/7/18,Box 2.,6,https://www.archives.gov/files/research/jfk/releases/2018/docid-32269623.pdf
2018/docid-32269624.pdf,180-10125-10087,04/26/2018,Redact,,5/3/78,PAPER-TEXTUAL DOCUMENT,,,,,6,HSCA,,2/7/18,Box 2.,6,https://www.archives.gov/files/research/jfk/releases/2018/docid-32269624.pdf
2018/docid-32269625.pdf,180-10125-10088,04/26/2018,Redact,,4/5/78,PAPER-TEXTUAL DOCUMENT,,,,,6,HSCA,,2/7/18,Box 2.,6,https://www.archives.gov/files/research/jfk/releases/2018/docid-32269625.pdf
2018/docid-32269626.pdf,180-10125-10089,04/26/2018,Redact,,3/9/78,PAPER-TEXTUAL DOCUMENT,,,,,6,HSCA,,2/7/18,Box 2.,6,https://www.archives.gov/files/research/jfk/releases/2018/docid-32269626.pdf
2018/docid-32269627.pdf,180-10125-10090,04/26/2018,Redact,,2/10/78,PAPER-TEXTUAL DOCUMENT,,,,,6,HSCA,,2/7/18,Box 2.,6,https://www.archives.gov/files/research/jfk/releases/2018/docid-32269627.pdf
2018/docid-32269628.pdf,180-10125-10091,04/26/2018,Redact,,1/6/78,PAPER-TEXTUAL DOCUMENT,,,,,6,HSCA,,2/7/18,Box 2.,6,https://www.archives.gov/files/research/jfk/releases/2018/docid-32269628.pdf
2018/docid-32269629.pdf,180-10125-10092,04/26/2018,Redact,,1/6/78,PAPER-TEXTUAL DOCUMENT,,,,,6,HSCA,,2/7/18,This document is a diplicate copy of previous document. Box 2.,6,https://www.archives.gov/files/research/jfk/releases/2018/docid-32269629.pdf
2018/docid-32269632.pdf,180-10125-10095,04/26/2018,Redact,,11/8/77,PAPER-TEXTUAL DOCUMENT,,,,,6,HSCA,,2/7/18,Box 2.,6,https://www.archives.gov/files/research/jfk/releases/2018/docid-32269632.pdf
2018/docid-32269634.pdf,180-10125-10097,04/26/2018,Redact,,09/30/1977,PAPER-TEXTUAL DOCUMENT,,,,,6,HSCA,,2/7/18,Box 2.,6,https://www.archives.gov/files/research/jfk/releases/2018/docid-32269634.pdf
2018/docid-32265274.pdf,180-10113-10400,04/26/2018,Redact,,11/12/77,PAPER-TEXTUAL DOCUMENT,003963,,"BOWLEY, TEMPLE F.",,6,HSCA,,2/7/18,Box 84.,6,https://www.archives.gov/files/research/jfk/releases/2018/docid-32265274.pdf
2018/docid-32248434.pdf,180-10078-10492,04/26/2018,Redact,,6/6/78,PAPER-TEXTUAL DOCUMENT,009441,,"CALL, RICHARD DENNIS",,6,HSCA,,2/7/18,173-6. Box 173.,6,https://www.archives.gov/files/research/jfk/releases/2018/docid-32248434.pdf
2018/docid-32246621.pdf,180-10075-10179,04/26/2018,Redact,,06/15/1978,PAPER-TEXTUAL DOCUMENT,010145,,"MOFITT, GEORGE",,6,HSCA,,2/7/18,Box 187.,6,https://www.archives.gov/files/research/jfk/releases/2018/docid-32246621.pdf
2018/docid-32269630.pdf,180-10125-10093,04/26/2018,Redact,,12/3/77,PAPER-TEXTUAL DOCUMENT,,,,,7,HSCA,,2/7/18,Box 2.,7,https://www.archives.gov/files/research/jfk/releases/2018/docid-32269630.pdf
2018/docid-32269631.pdf,180-10125-10094,04/26/2018,Redact,,12/3/77,PAPER-TEXTUAL DOCUMENT,,,,,7,HSCA,,2/7/18,Box 2.,7,https://www.archives.gov/files/research/jfk/releases/2018/docid-32269631.pdf
2018/docid-32269633.pdf,180-10125-10096,04/26/2018,Redact,,11/8/77,PAPER-TEXTUAL DOCUMENT,,,,,7,HSCA,,2/7/18,This document is a duplicate copy of previous document withan enclosed memorandum. Box 2.,7,https://www.archives.gov/files/research/jfk/releases/2018/docid-32269633.pdf
2018/docid-32272575.pdf,180-10144-10288,04/26/2018,Redact,,3/8/78,PAPER-TEXTUAL DOCUMENT,35-04-01,"CARPENTIER, PATRICK","BLAKEY, G. ROBERT",,7,HSCA,,03/13/2018,Box 26,7,https://www.archives.gov/files/research/jfk/releases/2018/docid-32272575.pdf
2018/docid-32269643.pdf,180-10125-10106,04/26/2018,Redact,,3/11/77,PAPER-TEXTUAL DOCUMENT,,,,,8,HSCA,,2/7/18,This document has a duplicate copy attached to the first document. Box 2.,8,https://www.archives.gov/files/research/jfk/releases/2018/docid-32269643.pdf
2018/docid-32251699.pdf,180-10086-10257,04/26/2018,Redact,,6/1/78,PAPER-TEXTUAL DOCUMENT,009046,,"BROWN, JUANITA",,8,HSCA,,2/7/18,Box 164.,8,https://www.archives.gov/files/research/jfk/releases/2018/docid-32251699.pdf
2018/docid-32272690.pdf,180-10144-10403,04/26/2018,Redact,,02/13/1978,PAPER-TEXTUAL DOCUMENT,48-14-14,,CIA,,8,HSCA,,03/13/2018,Box 26,8,https://www.archives.gov/files/research/jfk/releases/2018/docid-32272690.pdf
2018/docid-32248510.pdf,180-10080-10068,04/26/2018,Redact,,5/3/78,PAPER-TEXTUAL DOCUMENT,008579,,"NICHOLS, ALICE",,9,HSCA,,2/7/18,Box 156.,9,https://www.archives.gov/files/research/jfk/releases/2018/docid-32248510.pdf
2018/docid-32256841.pdf,180-10096-10399,04/26/2018,Redact,,6/11/78,PAPER-TEXTUAL DOCUMENT,009532,,"TAYLOR, GARY.",,9,HSCA,,2/7/18,Box 175.  Outside contact report.,9,https://www.archives.gov/files/research/jfk/releases/2018/docid-32256841.pdf
2018/docid-32246540.pdf,180-10075-10098,04/26/2018,Redact,,06/20/1978,PAPER-TEXTUAL DOCUMENT,009290,,DOD,,10,HSCA,,2/7/18,Box 170.,10,https://www.archives.gov/files/research/jfk/releases/2018/docid-32246540.pdf
2018/docid-32254170.pdf,180-10091-10228,04/26/2018,Redact,,05/18/1978,PAPER-TEXTUAL DOCUMENT,008822,,"ROBERTS, WARREN",,11,HSCA,,2/7/18,Attached notes.  Box #:160.,11,https://www.archives.gov/files/research/jfk/releases/2018/docid-32254170.pdf
2018/docid-32265131.pdf,180-10113-10257,04/26/2018,Redact,,6/1/78,PAPER-TEXTUAL DOCUMENT,014347,,"STOUT, JACK",,11,HSCA,,2/7/18,Box 256.,11,https://www.archives.gov/files/research/jfk/releases/2018/docid-32265131.pdf
2018/docid-32261315.pdf,180-10105-10384,04/26/2018,Redact,,5/9/78,PAPER-TEXTUAL DOCUMENT,014447,,"TODD, JAMES ROBERT",,12,HSCA,,2/7/18,Attached copy of criminal record. Box 258.,12,https://www.archives.gov/files/research/jfk/releases/2018/docid-32261315.pdf
2018/docid-32260736.pdf,180-10104-10294,04/26/2018,Redact,,00/00/0000,PAPER-TEXTUAL DOCUMENT,HSCA,,,,14,HSCA,,2/7/18,INS file review; typed notes.  Box 250.,14,https://www.archives.gov/files/research/jfk/releases/2018/docid-32260736.pdf
2018/docid-32255104.pdf,180-10093-10162,04/26/2018,Redact,,04/25/1977,PAPER-TEXTUAL DOCUMENT,001304,"FENTON, CLIFFORD","MORIARTY, JACK","PETER CARROLL GLYNN, JR.",14,HSCA,,2/7/18,Includes letter of transmittal. Box 27.,14,https://www.archives.gov/files/research/jfk/releases/2018/docid-32255104.pdf
2018/docid-32261445.pdf,180-10106-10014,04/26/2018,Redact,,4/7/78,PAPER-TEXTUAL DOCUMENT,014141,,"FRUGE, FRANCIS LOUIS",,16,HSCA,,2/7/18,Box 251.,16,https://www.archives.gov/files/research/jfk/releases/2018/docid-32261445.pdf
2018/docid-32260782.pdf,180-10104-10340,04/26/2018,Redact,,4/11/78,PAPER-TEXTUAL DOCUMENT,009378,,LOUISANA METRO. CRIME COMMISSION.,METROPOLITAN CRIME COMMISSION.,18,HSCA,,2/7/18,Box 172.,18,https://www.archives.gov/files/research/jfk/releases/2018/docid-32260782.pdf
2018/180-10131-10322.pdf,"180-10110-10011, 180-10131-10322",26/4/18 00:00,Redact,HSCA,9/8/78 00:00,PAPER-TEXTUAL DOCUMENT,014723,,"MURPHY, DAVID E.",DEPOSITION OF DAVID E. MURPHY,39,HSCA,SECURITY CLASSIFIED TESTIMONY,12/3/18 00:00,Two duplicates included.Box 4.,39,https://www.archives.gov/files/research/jfk/releases/2018/180-10131-10322.pdf
2018/180-10131-10325.pdf,"180-10110-10014, 180-10131-10325",26/4/18 00:00,Redact,,29/6/78 00:00,PAPER-TEXTUAL DOCUMENT,014725,,"TOVAR, BERNARD HUGH",DEPOSITION OF BERNARD HUGH TOVAR,48,HSCA,,20/3/18 00:00,Two duplicates and notes attached.Box 5.,48,https://www.archives.gov/files/research/jfk/releases/2018/180-10131-10325.pdf
2018/180-10131-10332.pdf,"180-10110-10019, 180-10131-10332",26/4/18 00:00,Redact,,18/5/78 00:00,PAPER-TEXTUAL DOCUMENT,014730,,"WHITE, ALAN B.",,64,HSCA,,20/3/18 00:00,Includes two duplicates.Box 7.,64,https://www.archives.gov/files/research/jfk/releases/2018/180-10131-10332.pdf
2018/180-10131-10338.pdf,"180-10110-10026, 180-10131-10338",26/4/18 00:00,Redact,HSCA,19/5/78 00:00,PAPER-TEXTUAL DOCUMENT,014737,,"SCALETTI, ELSIE I.",DEPOSITION OF ELSIE I. SCALETTI,71,HSCA,SECURITY CLASSIFIED TESTIMONY,12/3/18 00:00,Three duplicates continue into next folder.Box 8.,71,https://www.archives.gov/files/research/jfk/releases/2018/180-10131-10338.pdf
2018/180-10131-10327.pdf,"180-10110-10016, 180-10131-10327",26/4/18 00:00,Redact,HSCA,25/4/78 00:00,PAPER-TEXTUAL DOCUMENT,014726,,"PHILLIPS, DAVID ATLEE",,105,HSCA,SECURITY CLASSIFIED TESTIMONY,12/3/18 00:00,"Includes index, duplicate pages.Box 5.",105,https://www.archives.gov/files/research/jfk/releases/2018/180-10131-10327.pdf
